G_IDX,G_NAME,G_ENAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM,G_DATE,G_SCORE,G_IMG
3610,마왕이 되는 345가지 방법,-, RPG, NGNTSOFT, -," 모바일, 안드로이드",2017-09-15,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3611,언차티드4: 해적왕과 최후의 보물,Uncharted4: A Thief's End, 어드벤쳐, 너티독, 소니 인터랙티브 엔터테인먼트 코리아, PS4, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3612,컬리아드,-, 퍼즐, -, -," 모바일, 안드로이드",2016-06-14,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3613,이사만루 2018,-, 스포츠, 공게임즈, 넷마블게임즈," iOS, 안드로이드",2016-04-07,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14646425424.jpg
3614,헌터에이지,-, RPG, 로우핸드스튜디오, 하이브로," 모바일, 안드로이드",2015-08-21,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3615,엠파이어:네 개의 왕국,Empire: Four Kingdoms, SNG, 굿게임스튜디오, 굿게임스튜디오," iOS, 모바일, 안드로이드",2014-01-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/0618_8401.jpg
3616,제리코 (X360),Clive Barker’s Jericho, 기타, 머큐리 스팀 엔터테인먼트, 코드마스터즈," XBOX, XBOX360",2007-10-23,0,https://static.inven.co.kr/column/webzine3/gamelogo/2008/0821_4973.jpg
3617,로열블러드,Royal Blood, RPG, 컴투스홀딩스, 컴투스홀딩스, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16430950408.jpg
3618,소닉 매니아,Sonic Mania, RPG, 세가, 세가," PC온라인, PS4, Xbox One", 2017년,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3619,베르서스: 배틀 오브 더 글래디에이터,-, 액션, 내꺼, -, PC패키지, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3620,검과 바람의 노래 for Kakao,-, RPG,4399,4399," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3621,삼패인온라인 :클래식의귀환,-, RPG, 포플래닛, 포플래닛, PC온라인,2017-11-28,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3622,캔디 젤리 팝,Candy Jelly Pop, 퍼즐, 슈퍼박스, -," iOS, 모바일, 안드로이드",2017-06-07,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3623,아리아레전드,-, RPG,4399, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3624,탭 더 데드,Tab The Dead, 기타, 골드로쉬, -," 모바일, 안드로이드",2016-02-06,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3625,드래곤네스트M for kakao,-, RPG, -, 카카오," iOS, 모바일, 안드로이드",2018-03-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13456905705.jpg
3626,골든글러브2,golden gloves2, 스포츠, 펀웨이즈, NHN 엔터테인먼트," 모바일, 안드로이드",2014-12-12,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3627,에어헌터,-, RPG, 위메이드, 위메이드," iOS, 안드로이드",2013-04-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0312_5770.jpg
3628,파이널 판타지10-2 인터내셔널+라스트 미션,Final Fantasy10-2 International+Last Mission, RPG, 스퀘어에닉스, SCEK, PS2,2004-02-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2011/1206_2190.jpg
3629,걸스크라운,-, RPG, 엑스레전드코리아, 엑스레전드코리아," 모바일, 안드로이드",2018-01-16,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3630,프로젝트 라파누이,-, RPG, 모아이게임즈, 넥슨," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3631,열혈삼국지 모바일,-, RPG, 모리아 엔터테인먼트, 앨리스쇼크," 모바일, 안드로이드",2017-01-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i16505876717.jpg
3632,백만대군,-, 시뮬레이션, -, -, 웹브라우저,2016-09-22,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3633,서머 레슨,-, 시뮬레이션, 반다이남코, 반다이남코," PS4, 기타",2017-04-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14798850386.jpg
3634,블록킹덤: 리그오브나이츠,-, RPG, 해례스튜디오, 녹스엔터테인먼트, 모바일,2015-08-19,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3635,무지막지 영웅전 for kakao,-, RPG, 디앱스게임즈, 인크로스," iOS, 모바일, 안드로이드",2014-10-14,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3636,싸워라워드킹 for Kakao,-, 액션, 나노 인터렉티브, -," iOS, 모바일, 안드로이드",2014-01-24,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3637,지저스팡,Jesus pang, 퍼즐, WSC, WSC," 모바일, 안드로이드",2013-01-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2013/1211_8489.GIF
3638,던전앤소드 for Kakao,Dungeon and Sword for kakao, RPG, 라인콩, 라이브플렉스," iOS, 모바일, 안드로이드",2013-07-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/0618_2328.jpg
3639,천녀유혼 for Kakao,-, RPG, 넷이즈, 이펀컴퍼니," 모바일, 안드로이드",2018-01-16,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15326714274.jpg
3640,터치바이터치,Tap Clash Block, 퍼즐, 돌소프트, 돌소프트," iOS, 모바일, 안드로이드",2017-01-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i13932698139.jpg
3641,바이오하자드7,Resident Evil 7, FPS, 캡콤, 소니 인터랙티브 엔터테인먼트 코리아," PC패키지, PS4, Xbox One",2017-01-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i13034246990.jpg
3642,시즈폴,-, 시뮬레이션, 게임로프트, -," iOS, 모바일, 안드로이드",2015-06-25,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3643,프로골프매니저,Pro Golf Manager, RPG, 윈게임즈, 골프존엔터테인먼트, PC온라인,2015-08-27,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3644,승부 온라인,-, RPG, 나라게임, 나라게임, 웹브라우저, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14143569382.jpg
3645,가디언즈 배틀,-, TCG, 가이아 모바일, -," iOS, 모바일, 안드로이드",2015-05-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14044177771.jpg
3646,프로젝트 퍼피,-, SNG, 스마일게이트, 스마일게이트," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13806450229.jpg
3647,크로스로드 오브 시드,-, RPG, 싱타, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13179866037.jpg
3648,파이널 탭타지,-, RPG, 엔소울즈, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15940594198.jpg
3649,더 로스트 차일드,The Lost Child, RPG, 카도카와 게임즈, -, PS4, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14736455212.jpg
3650,이데아,-, RPG, 넷마블앤파크, 넷마블게임즈, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13614505274.jpg
3651,리틀 레전드,Little Legend, RPG, 컴투스, 컴투스," iOS, 모바일, 안드로이드",2013-04-01,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13374956345.jpg
3652,콜드스쿼드,Cold Squad, FPS, 코코볼로, -, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13695979045.jpg
3653,호통맞고,-, 보드, 파란게임, 파란게임, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16487912034.jpg
3654,로스트 호라이즌2,Lost Hrizon2, RPG, -, -, PC패키지,2015-10-02,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14001145811.jpg
3655,동물농장,Animal farm, RPG, -, -, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14689792247.jpg
3656,SOS:여동생을 구해줘!,-, RPG, -, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14261725372.jpg
3657,암살자 with Rocket,-, RPG, -, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15536585700.jpg
3658,마법퍼즐 아일랜드,-, 퍼즐, 붐잡, 그라비티," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14422220531.png
3659,메탈슬러그 레볼루션,-, RPG, 인플레이 인터렉티브, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13698871778.jpg
3660,트라비아 리턴즈,-, RPG, 재미인터랙티브, 재미인터랙티브, 모바일,2017-02-23,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15790529141.jpg
3661,데드 아일랜드: 에피데믹,-, AOS, Techland, 딥 실버, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14294214039.jpg
3662,라인 퍼즐탄탄,-, RPG, 넵튠, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16470658307.jpg
3663,카우보이 스티브,-, RPG, -, -," iOS, 모바일",2013-03-08,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0311_1701.jpg
3664,검 그리고 사랑,-, RPG, -, 이바타, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14609406845.jpg
3665,섹시미소녀맞고,-, 보드, 피엔제이, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15498625375.jpg
3666,삼국불패,-, RPG, 팡스카이, 팡스카이," 모바일, 안드로이드", 2015-3Q,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15785522038.jpg
3667,스티커슈팅스타,-, 슈팅, 넷마블블루, 모비클, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16073954576.jpg
3668,T.O.P: 판게아의 용병,-, RPG, 레쿠 코리아, 레쿠 코리아, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13394870004.jpg
3669,몬스터헌터 X,monsterhunter x, RPG, 캡콤, -, 3DS, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3670,블레이드러너 2049: 메모리 랩,Blade Runner 2049: Memory Lab, 어드벤쳐, 마그노퍼스, 오큘러스, 기타, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14797488756.jpg
3671,PES 2018,-, 스포츠, 코나미, 유니아나," PC패키지, PS3, PS4, Xbox One", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14698758100.jpg
3672,엔네아스 사가,-, RPG, 스케인글로브, 스케인글로브," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i16093870866.jpg
3673,하트 앤 슬래시,Heart & Slash, RPG, 어하트풀오브게임즈, 어하트풀오브게임즈," PC패키지, PS4", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3674,다크블레이즈,-, RPG, 엠씨드, 엠씨드," 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14710700338.jpg
3675,액트,ACT, RPG, 유큐소프트, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14155658095.jpg
3676,마녀의 샘,-, RPG, -, -," 모바일, 안드로이드",2015-07-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15509285820.jpg
3677,내친구 용팔이 for Kakao,-, RPG, 상상게임즈, 넷마블게임즈," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15971401953.jpg
3678,화랑 더 비기닝,-, RPG, 쇼베 크리에이티브, 쇼베 크리에이티브, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13619210698.jpg
3679,모리아사가 for Kakao,-, TCG, 컴투스홀딩스, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14471651985.jpg
3680,캡슐 풋볼 매니저,-, RPG, SK네트웍스, SK네트웍스," 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15979636384.jpg
3681,마블 파워스 유나이티드 VR,Marvel Powers United VR, 액션, 마블엔터테인먼트, 오큘러스, 기타, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i16610353352.jpg
3682,재배타운,-, SNG, 아울로그, 아울로그," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15657431755.jpg
3683,제너레이션 오브 카오스,-, RPG, -, -," PS2, PSP, 모바일", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13284613411.png
3684,우리동네 축구부,-, RPG, 큐랩, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15004325467.jpg
3685,챔피언,-, RPG, 네시삼십삼분, 네시삼십삼분, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3686,바 오아시스 2,Bar Oasis 2, 시뮬레이션, 코너스 스튜디오, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15422867488.jpg
3687,어느날 태양이 사라졌다,-, RPG, -, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3688,그리에타,-, RPG, 금요일오후, SK네트웍스," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3689,크레이지레인2 배틀,-, 리듬액션, 넷마블블루, 넷마블블루, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14028543547.jpg
3690,진격의 거인2,-, RPG, 코에이테크모, -, PS4, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i13716546463.png
3691,환상동화,Fable of Fantasy, RPG, -, 와이제이엠게임즈, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3692,메이플 스토리 Live,-, RPG, 넥슨 모바일, -, 모바일, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13316971058.jpg
3693,메이즈,-, FPS, 드림익스큐션, -, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15947496967.jpg
3694,프렌즈 사천성 for kakao,-, 퍼즐, 넵튠, 카카오, 모바일,2016-09-08,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14605655449.jpg
3695,지금부터 축구왕,-, 스포츠, 웨일버드, 웨일버드," 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15683458362.jpg
3696,성세삼국,-, RPG, 엔터메이트, 엔터메이트, PC온라인, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13185315219.jpg
3697,드래곤스트라이커,-, RPG, 심플레이, 넷마블게임즈," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3698,아틀란티카 히어로즈,-, RPG, 엔도어즈, 넥슨 모바일," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i14262698391.jpg
3699,잿빛 매의 사이키델리카,-, RPG, 아이디어팩토리, 인트라게임즈, PSVITA,2018-04-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13808738353.jpg
3700,사막의 찍찍이 유랑단!,-, RPG, 아크시스템웍스, 아크시스템웍스," PS4, 닌텐도스위치",2018-03-29,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3701,다크엠페러,Dark Emperor, RPG, 폴라게임즈, 동양온라인," 모바일, 안드로이드", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2017/i15350244031.png
3702,로아,LOA for KAKAO, RPG, -, -," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3703,천하정벌,-, RPG, 123게임즈, 123게임즈," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3704,히어로스톤,-, RPG, 위메이드맥스, 위메이드," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3705,레전드라인업,-, 스포츠, 넵튠, 넵튠, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3706,강남클리커,-, RPG, 옐로우밤, 옐로우밤," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3707,센티몬 for Kakao,-, 시뮬레이션, -, -," iOS, 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3708,블래스트걸즈,-, RPG, 이펀컴퍼니, 이펀컴퍼니," 모바일, 안드로이드", -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3411,스페셜포스 for kakao,-, 슈팅, 드래곤플라이, 네시삼십삼분, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3412,세계정복2,-, RPG, 한빛소프트, 한빛소프트, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3413,비트몬스터,Beat Monsters, 리듬액션, 베스파, -," iOS, 모바일, 안드로이드",2014-02-07,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0319_2253.jpg
3414,미키는 어디에?,-, RPG, 디즈니 인터랙티브, -," iOS, 모바일",2013-08-05,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
3415,젤리뽀 for Kakao,-, RPG, 딜루젼스튜디오, 와이디온라인, 모바일,2012-12-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2012/1214_3947.jpg
3416,몬스터캐슬,-, 기타, -, -, 모바일, -,0,https://static.inven.co.kr/image/webzine/s3/common/gamedb_165x115_preparing.png
