G_IDX,G_NAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM
349,기번: 비욘드 더 트리즈,어드벤쳐,Broken Rules,Broken Rules,PC패키지
350,와일드 아레나 서바이버즈,AOS,유비소프트 파리 모바일,유비소프트,모바일
351,멀티버서스,액션,플레이어 퍼스트 게임즈,WB 게임즈,PC온라인/ PS/ XBOX
352,신삼국: 명장,SNG,DeNA,DeNA,모바일
353,라투즈,어드벤쳐,-,-,인디/ PC패키지
354,데이브 더 다이버,RPG,넥슨,넥슨,PS/ XBOX/ PC패키지
355,비트 더 비트,리듬액션,주식회사 비펙스,-,모바일
356,프로젝트 레이서스,액션,알에스게임즈,알에스게임즈,PC패키지
357,죠죠의 기묘한 모험 All Star Battle R,액션,반다이남코 엔터테인먼트,반다이남코 엔터테인먼트,PS/ XBOX/ switch/ PC패키지
358,뱀파이어: 마스커레이드 - 스완송,RPG,빅 배드 울프,에이치투 인터렉티브,PS/ XBOX/ PC패키지
359,원죄집행유희 유루킬,어드벤쳐,이자나기 게임즈,아크시스템웍스,PS/ switch
360,메트로 블로썸,RPG,제정신 스튜디오,제정신 스튜디오,모바일
361,림: 영혼의 항아리,액션,이프문,이프문,모바일
362,나이트메어: 더 루나틱,액션,맷돌게임즈,맷돌게임즈,PC패키지
363,퇴근길랠리,레이싱,소은게임,소은게임,모바일/ 인디
364,KIN:D 바라빈 탐험단,어드벤쳐,안티 앨리어싱,안티 앨리어싱,PC패키지
365,베이퍼월드: 오버 더 마인드,RPG,얼라이브 게임 스튜디오,얼라이브 게임 스튜디오,XBOX/ 인디/ PC패키지
366,챔피언스: 어센션,액션,잼시티,넷마블,모바일
367,반지의 제왕: 중간계의 영웅들,RPG,일렉트로닉아츠,일렉트로닉아츠,모바일
368,듄 스파이스 워,RTS,-,FUNCOM,PC패키지
369,젠레스 존 제로,RPG,HoYoverse,HoYoverse,모바일
370,워킹데드: 올스타즈,RPG,펀플로,컴투스홀딩스,모바일
371,하이프스쿼드,RPG,넷마블,넷마블,PC온라인
372,콤비네라,퍼즐,Graphite Lab,아타리,PC패키지
373,로엠 키우기: 전사편,RPG,어비스위즈,컴투스홀딩스,모바일
374,콜 오브 듀티: 모던 워페어2 (리부트),FPS,인피니티 워드,액티비전,PS/ XBOX/ PC패키지
375,로그 레거시2,액션,Cellar Door Games,Cellar Door Games,XBOX/ 인디/ PC패키지
937,옵저버: 시스템 리덕스,어드벤쳐,블루버 팀,아크시스템웍스,PS/ XBOX/ PC패키지
938,루시의 일기,슈팅,Parange Project,Parange Project,인디/ PC패키지
939,아르미스,RPG,넷이즈,넷이즈,모바일
940,갤럭시티: 코리아,시뮬레이션,맘모식스,맘모식스,AR/VR
941,라스트 라이트,어드벤쳐,Team Corn Field,Team Corn Field,인디/ PC패키지
942,푸른 저편의 포리듬 EXTRA 1,기타,sprite,sprite,PS/ switch/ PC패키지
943,NBA 2K22,스포츠,비주얼 컨셉트,2K Sports,모바일/ PS/ XBOX/ PC패키지
944,슈퍼피플 2,FPS,원더피플,원더피플,PC온라인
945,타이탄 슬레이어,RPG,드림플레이,드림플레이,모바일
946,니켈로디언 올스타 브롤,액션,페어 플레이 랩스,게임 밀 엔터테인먼트,PS/ XBOX/ switch/ PC패키지
947,미니어스: 작지만 놀라운 모험,RPG,빌리빌리,빌리빌리,모바일
948,푸른 저편의 포리듬,기타,sprite,sprite,PS/ switch/ PC패키지
949,인 사운드 마인드,어드벤쳐,-,-,PS/ XBOX/ switch/ PC패키지
950,컴퍼니 오브 히어로즈3,RTS,렐릭 엔터테인먼트,SEGA퍼블리싱코리아,PC패키지
951,엘디스트 소울,액션,폴른 플래그 스튜디오,에이치투 인터렉티브,PS/ XBOX/ switch/ PC패키지
952,30일,RPG,더 브릭스,더 브릭스,모바일
953,비포 더 던,어드벤쳐,블랙앵커 스튜디오,블랙앵커 스튜디오,PC패키지
954,소녀전선: 뉴럴 클라우드,RPG,SUNBORN Network Technology,SUNBORN Network Technology,모바일
955,튜로,어드벤쳐,옵튜니티 스튜디오,옵튜니티 스튜디오,모바일/ PC패키지
956,에버소울,RPG,나인아크,카카오게임즈,모바일
957,트로이,RPG,유엘유게임즈,유엘유게임즈,모바일
958,타임 프린세스,기타,IGG,IGG,모바일
959,세기말 푸드트럭,시뮬레이션,엔사,엔사,모바일
960,대시슬라임,기타,시프트릭,시프트릭,모바일
961,피파 22,스포츠,EA 스포츠,EA 스포츠,PS/ XBOX/ PC패키지
962,피스트,액션,-,-,PS
963,트라이브스 오브 미드가르드,액션,-,기어박스 소프트웨어,PS/ PC패키지
964,아케이드게돈,액션,-,IllFonic,PS
965,유카-레일리,액션,플레이토닉 게임즈,Team17,인디/ PC패키지
966,어쌔신 크리드 인피니티,RPG,유비소프트,유비소프트,PS/ XBOX/ PC패키지
967,eBASEBALL 프로야구 스피리츠 2021 그랜드슬램,스포츠,코나미,유니아나,switch
968,네오지오 포켓 컬러 컬렉션 Vol.1,액션,SNK,인트라게임즈,switch
969,뮤 아크엔젤2,RPG,웹젠,웹젠,모바일
970,버블텀블,퍼즐,플레이링스,-,PC패키지
971,로보캅: 로그 시티,FPS,테이온,Nacon,PS/ XBOX/ PC패키지
972,파인딩 파라다이스,어드벤쳐,프리버드 게임즈,프리버드 게임즈,PC패키지
973,마이 프렌드 페드로: 리퍼 포 리벤지,액션,DeadToast Entertainment,디볼버 디지털,모바일
1544,로키,어드벤쳐,-,에이치투 인터렉티브,switch/ PC패키지
1545,스펠포스3 - 폴른갓,RTS,-,에이치투 인터렉티브,PC패키지
1546,오버쿡! 올유캔잇,시뮬레이션,Team17,Team17,PS/ switch
1547,바바 이즈 유,퍼즐,-,-,모바일/ switch/ PC패키지
1548,찐삼국,RPG,아이스버드 게임스,아이스버드 게임스,모바일
1549,몰락한 왕: 리그 오브 레전드 이야기,RPG,에어십 크래프트,라이엇 포지,PS/ XBOX/ switch/ PC패키지
1550,크로노소드,RPG,21세기덕스,21세기덕스,PC패키지
1551,아스트로 플레이룸,액션,SIE 재팬 스튜디오,소니 인터랙티브 엔터테인먼트 코리아,PS
1552,파이널 판타지16,RPG,스퀘어에닉스,스퀘어에닉스,PS
1553,포트리스 V2,슈팅,레티아드,레티아드,PC패키지
1554,목장이야기 올리브 타운과 희망의 대지,어드벤쳐,세가,SEGA퍼블리싱코리아,switch
1555,브레이블리 디폴트2,RPG,스퀘어에닉스,스퀘어에닉스,switch/ PC패키지
1556,막말낭만 특별편 월화의 검사 ~달에 피는 꽃/ 흩날리는 꽃~,액션,SNK,SNK,switch
1557,헌원검 염묵의 업화,RPG,소프트스타 엔터테인먼트,게임피아,PS
1558,삼국지14 파워업키트,시뮬레이션,코에이테크모,디지털터치,PS/ PC패키지
1559,신검,RPG,-,삼본전자,모바일
1560,진열혈강호,RPG,엠게임,엠게임,모바일
1561,엘리먼트 블레이드,RPG,채플린게임,채플린게임,모바일
1562,펑키거너,RPG,펑키파이브,펑키파이브,모바일/ 인디
1563,노베나 디아볼로스,RPG,H5DEV 게임스,스마일게이트,PC패키지
1564,디센더스,레이싱,-,에이치투 인터렉티브,switch
1565,알케미스트 어드벤처,어드벤쳐,-,인트라게임즈,PS/ switch/ PC패키지
1566,디펜스 워 : 데스티니 차일드 PVP 게임,시뮬레이션,-,썸에이지,모바일
1567,마블 렐름 오브 챔피언스,RPG,카밤,넷마블,모바일/ 안드로이드
1568,파스모포비아,어드벤쳐,-,-,PC온라인
1569,스커지브링어,액션,플라잉 오크 게임즈,인트라게임즈,PS/ 인디/ PC패키지
1570,나이트오브풀문,TCG,자이언트,자이언트,모바일
1571,제물과 눈의 세츠나,RPG,스퀘어에닉스,아크시스템웍스,PS/ switch
1572,니드포 스피드 핫 퍼슈트 리마스터드,레이싱,일렉트로닉아츠,-,PS/ switch/ PC패키지
1573,코튼 리부트,슈팅,-,SEGA퍼블리싱코리아,switch
1574,인 사일런스,액션,Ravenhood Games,Ravenhood Games,PC패키지
1575,써클엠파이어,RTS,루미너스,-,인디/ PC패키지
1576,나라카:블레이드 포인트,액션,넷이즈,넷이즈,PC패키지
1577,몬케이지,퍼즐,옵틸루젼 스튜디오,X.D,모바일/ switch/ PC패키지
1578,서바이벌리스트,어드벤쳐,Team17,에이치투 인터렉티브,switch/ PC패키지
1579,포트 로얄 4,시뮬레이션,칼립소 미디어,에이치투 인터렉티브,PS/ switch/ PC패키지
1580,라그나로크 비긴즈,RPG,그라비티,그라비티,PC온라인
1581,링 피트 어드벤처,어드벤쳐,닌텐도,한국닌텐도,switch
1582,스피릿 오브 더 노스,어드벤쳐,-,에이치투 인터렉티브,PS/ PC패키지
2201,어비스리움 폴,시뮬레이션,위메이드커넥트,위메이드커넥트,iOS/ 모바일/ 안드로이드
2202,염왕이 뿔났다,RPG,X.D 글로벌,X.D 글로벌,iOS/ 모바일/ 안드로이드
2203,뉴스윗쿠키프렌즈: 퍼즐월드,퍼즐,이엔피게임즈,이엔피게임즈,iOS/ 모바일/ 안드로이드
2204,트라인4: 악몽의 왕자,RPG,-,에이치투 인터렉티브,PC패키지/ PS4/ 닌텐도스위치
2205,이터널 리턴,AOS,님블뉴런,님블뉴런,PC온라인
2206,더스크 다이버,RPG,-,게임피아,PS4/ 닌텐도스위치
2207,워너비챌린지,RPG,컴투스,컴투스,iOS/ 모바일/ 안드로이드
2208,스타트렉 플릿 커맨드,시뮬레이션,-,-,iOS/ 모바일/ 안드로이드
2209,임모탈즈,시뮬레이션,코쿤게임즈,베스파,모바일
2210,워해머 오디세이,RPG,-,-,iOS/ 모바일/ 안드로이드
2211,이런 영웅은 싫어,RPG,-,-,모바일/ 안드로이드
2212,매직 더 개더링: 아레나,보드,-,해즈브로코리아,PC온라인
2213,식물 vs. 좀비: 네이버빌의 대난투,슈팅,Popcap,일렉트로닉아츠,switch
2214,좀비여고,RPG,-,컴투스,iOS/ 모바일/ 안드로이드
2215,길티기어 스트라이브,액션,아크시스템웍스,아크시스템웍스,PS/ PC패키지
2216,디지몬 스토리 사이버 슬루스 해커스 메모리,RPG,-,반다이남코 엔터테인먼트,닌텐도스위치
2217,마리오와 소닉 AT 2020 도쿄 올림픽,RPG,닌텐도,SEGA퍼블리싱코리아,닌텐도스위치
2218,MS 플라이트 시뮬레이터,시뮬레이션,마이크로소프트,마이크로소프트,XBOX
2219,매드포댄스,RPG,버드레터,-,모바일
2220,사신 : 세상을 지키는 신들의 이야기,RPG,위더스게임즈,-,모바일
2221,파이널레이드,RPG,-,큐브플레이,iOS/ 모바일/ 안드로이드
2222,제목 없는 거위 게임,시뮬레이션,하우스 하우스,Panic Inc.,PC패키지/ 닌텐도스위치
2223,히어로즈 쇼다운,기타,라운드플래닛,-,PC패키지
2224,만렙집사 에비츄,시뮬레이션,-,-,iOS/ 모바일/ 안드로이드
2225,천하장수 유비전,RPG,이엔피게임즈,이엔피게임즈,iOS/ 모바일/ 안드로이드
2226,삼국G,RPG,-,-,iOS/ 모바일/ 안드로이드
2227,에픽소울즈,RPG,-,-,iOS/ 모바일/ 안드로이드
2228,마녀의 숲-세계수 키우기,RPG,-,-,모바일/ 안드로이드
2229,토탈 워 사가: 트로이,시뮬레이션,크리에이티브 어셈블리,세가,PC패키지
2230,그랑사가,RPG,엔픽셀,-,PC온라인/ 모바일
2231,세인트 세이야: 각성,RPG,텐센트,유주게임즈코리아,iOS/ 모바일/ 안드로이드
2232,무쌍 오로치3 얼티메이트,RPG,코에이테크모,디지털터치,PC패키지/ PS4
2233,쿠쿠스무스 아레나,RPG,유니즈소프트,유니즈소프트,iOS/ 모바일/ 안드로이드
2234,렉페스트,레이싱,THQ 노르딕,에이치투 인터렉티브,PS4
2235,판다독 백화점을 부탁해!,시뮬레이션,유니즈소프트,유니즈소프트,모바일/ 안드로이드
2236,머지 히어로즈,RPG,-,이엔피게임즈,iOS/ 모바일/ 안드로이드
2237,소셜삼국 리부트,시뮬레이션,-,-,iOS/ 모바일/ 안드로이드
2238,라이자의 아틀리에,RPG,거스트(GUST),코에이테크모,PS4/ 닌텐도스위치
376,인더섬 with BTS,퍼즐,하이브,하이브,모바일
377,파피 플레이타임,RPG,MOB Games,MOB Games,PC패키지
378,트라이곤: 스페이스 스토리,시뮬레이션,Sernur.tech,Sernur.tech,PC패키지
379,디즈니 드림라이트 밸리,시뮬레이션,게임로프트,게임로프트,PS/ XBOX/ switch/ PC패키지
380,꽃미남 왕자: 미녀와 야수의 마지막 사랑,시뮬레이션,세시소프트,세시소프트,모바일
381,턴택,어드벤쳐,지팡이 게임즈,대원미디어,switch/ PC패키지
382,크립토 골프 임팩트,스포츠,네오위즈,네오위즈,모바일
383,신도림: 피도 안마른 녀석들,RPG,메타큐브,메타큐브,모바일
384,아카,어드벤쳐,코스모 가또,네오위즈,PC패키지
385,요정의 숲,시뮬레이션,위메이드커넥트,위메이드커넥트,모바일
386,라그노리움,시뮬레이션,-,디볼버 디지털,PC패키지
387,OOTP 베이스볼 23,스포츠,컴투스,컴투스,PC패키지
388,프로젝트 Q,슈팅,유비소프트 보르도,유비소프트,PS/ XBOX/ PC패키지
389,아스테리고스: 별의 저주,액션,Acme Gamestudio,타이니빌드,PS/ XBOX/ PC패키지
390,헌터W,RPG,4399,4399,모바일
391,원소첨탑,RPG,-,이펀컴퍼니,모바일
392,ABRISS - build to destroy,기타,Randwerk,Randwerk,PC패키지
393,루모트,퍼즐,루민어썸 게임즈,에이치투 인터렉티브,PS/ switch/ 인디/ PC패키지
394,소닉 오리진스,레이싱,SEGA퍼블리싱코리아,-,PS/ XBOX/ switch/ PC패키지
395,신들의 던전,RPG,슈퍼플래닛,-,모바일
396,수호신,기타,노 모어 500,노 모어 500,인디/ PC패키지
397,스나이퍼 엘리트5,슈팅,리벨리온,-,PS/ XBOX/ PC패키지
398,바코드 핑거몬,RPG,매직큐브,매직큐브,모바일
399,메모어 블루,어드벤쳐,Cloisters Interactive,안나푸르나 인터랙티브,PS/ XBOX/ switch/ PC패키지
400,푼다,퍼즐,팁토우게임즈,팁토우게임즈,PC온라인
401,마법스크롤상인 지오 with NAVER WEBTOON,RPG,슈퍼플래닛,-,모바일
402,엘리아,리듬액션,-,-,모바일
403,슈레더스,스포츠,FoamPunch,FoamPunch,XBOX/ PC패키지
404,동급생 Bangin' Summer,RPG,엘프,Shiravune,PC패키지
405,그림 그리모어 OnceMore,RTS,바닐라웨어,니폰이치 소프트웨어,PS/ switch
406,페리도트,시뮬레이션,나이언틱랩스,나이언틱랩스,AR/VR
407,애스트럴 어센트,액션,Hibernian Workshop,Hibernian Workshop,PC패키지
408,Hell is Us,액션,Rogue Factor,Nacon,PS/ PC패키지
409,이터널 트리,RPG,-,빌리빌리,모바일
410,와일드본,액션,락스퀘어,스마일게이트,모바일
411,킹덤 하츠 미싱 링크,RPG,스퀘어에닉스,스퀘어에닉스,모바일
412,킹덤 하츠4,RPG,스퀘어에닉스,스퀘어에닉스,PS
413,레인보우식스 모바일,RPG,유비소프트,유비소프트,모바일
414,DC 월드 콜라이드,RPG,워너브로스 인터랙티브,워너브로스 인터랙티브,모바일
974,순무 소년의 탈세 모험,어드벤쳐,스누지 카주,에이치투 인터렉티브,switch/ PC패키지
975,워헤이븐,액션,넥슨,넥슨,PC온라인
976,로맨싱 사가 2,RPG,스퀘어에닉스,아크시스템웍스,PS/ switch
977,로맨싱 사가 3,RPG,스퀘어에닉스,아크시스템웍스,PS/ switch
978,스펠마스터,시뮬레이션,로우핸드 게임즈,로우핸드 게임즈,모바일
979,캣 더 디제이,리듬액션,캐츠바이 스튜디오,캐츠바이 스튜디오,모바일/ 인디
980,캐슬 크래프트,RTS,라이징윙스,크래프톤,모바일
981,에곤:인페르나 벨룸,RPG,라운드플래닛,라운드플래닛,모바일
982,그래니의 저택,액션,슈퍼캣,슈퍼캣,모바일
983,고스트 오브 쓰시마 디렉터스 컷,액션,서커펀치프로덕션,소니 인터랙티브 엔터테인먼트 코리아,PS
984,하이라이저스,시뮬레이션,솔라 파워드 게임,어셈블 엔터테인먼트,인디/ PC패키지
985,좀비랜드 VR: 헤드샷 피버,슈팅,XR Games,XR Games,AR/VR/ PC패키지
986,레인 아일랜드: 오렌지,슈팅,MACKINN7,MACKINN7,PC패키지
987,GAME.exe,기타,-,-,PC패키지
988,신 멋진 이 세계,RPG,스퀘어에닉스,스퀘어에닉스,PS/ switch
989,왓챠 프리매지!,리듬액션,신 소피아,타카라 토미,PC패키지
990,블라이트바운드,RPG,Ronimo Games,디볼버 디지털,PS/ XBOX/ PC패키지
991,다시 그리는 시간,시뮬레이션,빌리빌리,빌리빌리,모바일
992,토탈워: 워해머2,RPG,크리에이티브 어셈블리,SEGA퍼블리싱코리아,PC패키지
993,프로젝트 렐릭,액션,Project Cloud Games,Project Cloud Games,PS/ XBOX/ PC패키지
994,레전다이노,액션,더재미,슈퍼플래닛,모바일
995,MLB9이닝스21,스포츠,컴투스,컴투스,모바일
996,안나 퀘스트,어드벤쳐,데달릭 엔터테인먼트,데달릭 엔터테인먼트,PS/ XBOX/ switch/ PC패키지
997,머지 앤 블레이드,퍼즐,매직큐브,매직큐브,PC패키지
998,바운싱 히어로,액션,ZPink & zniq.co,사이코플럭스 엔터테인먼트,모바일/ switch/ PC패키지
999,삼국지군웅전,시뮬레이션,FIREPIG,FIREPIG,모바일
1000,콘도르,액션,레메디 엔터테인먼트,505 게임즈,PS/ XBOX/ PC패키지
1001,성검전설: 에코즈 오브 마나,RPG,스퀘어에닉스,스퀘어에닉스,모바일
1002,리그 오브 레전드 e스포츠 매니저,시뮬레이션,라이엇게임즈 차이나,텐센트,모바일
1003,브레이브 카노,액션,라인게임즈,라인게임즈,모바일
1004,마녀의 샘R,RPG,키위웍스,키위웍스,PC패키지
1005,스페이스 잼: 새로운 시대,액션,마이크로소프트,마이크로소프트,XBOX/ PC패키지
1006,왓 컴즈 애프터,어드벤쳐,fahmitsu,Rolling Glory Jam,switch/ 인디/ PC패키지
1007,아웃 오브 라인,어드벤쳐,Nerd Monkeys,-,PC패키지
1008,베스퍼,RPG,Cordens Interactive,-,PC패키지
1009,요철세계,RPG,칠장사,가이아 모바일,모바일
1010,뱀파이어: 마스커레이드 - 블러드헌트,FPS,샤크몹,텐센트,PC패키지
1583,풋볼매니저 2021,시뮬레이션,세가,SEGA퍼블리싱코리아,PC패키지
1584,오딩가 어드벤처,어드벤쳐,-,-,모바일
1585,소녀전선2: 엑실리움,RPG,SUNBORN Network Technology,-,모바일
1586,페어리라이츠,RPG,팀 호레이,-,인디/ PC패키지
1587,모태솔로,기타,인디카바 인터랙티브,인디카바 인터랙티브,인디/ PC패키지
1588,사이클 질주본능 DX,레이싱,아크시스템웍스,아크시스템웍스,switch
1589,건담 슈프림 배틀,액션,반다이남코 엔터테인먼트,반다이남코 엔터테인먼트,모바일
1590,리버티레기온,RPG,이유게임즈,이유게임즈,모바일
1591,테니스 월드 투어 2,스포츠,빅 앤트 스튜디오,Nacon,PS/ switch/ PC패키지
1592,츠무츠무 스타디움,퍼즐,NHN,-,모바일
1593,잉크캣 마르코,기타,-,-,모바일
1594,걸☆건 리턴즈,슈팅,INTI 크리에이츠,대원미디어,PC패키지/ 닌텐도스위치
1595,엠파이어 오브 신,시뮬레이션,로메로 게임즈,패러독스 인터렉티브,PS/ switch/ PC패키지
1596,니어 레플리칸트 ver.1.22474487139…,RPG,토이로직,스퀘어에닉스,PS/ XBOX/ PC패키지
1597,점핑샷,슈팅,매직큐브,매직큐브,모바일
1598,크로우즈,슈팅,로얄크로우,썸에이지,PC온라인
1599,엘리먼트9,RPG,유엘유게임즈,유엘유게임즈,모바일
1600,아스트로윙스: 스페이스워,슈팅,투워드,투워드,switch/ PC패키지
1601,샨테와 일곱 사이렌,액션,웨이포워드,아크시스템웍스,PS/ switch
1602,네코파라 Vol.4 네코와 파티쉐의 노엘,RPG,cfk,cfk,PS/ switch
1603,고스트러너,액션,원 모어 레벨,원 모어 레벨,PS/ XBOX/ switch/ PC패키지
1604,어몽어스,기타,이너슬로스,이너슬로스,모바일/ switch/ 인디/ PC패키지
1605,SKY캐슬,기타,컴투스,컴투스,모바일
1606,엔드리스 이스케이프,어드벤쳐,511Games,511Games,PC패키지
1607,헤븐 더스트,어드벤쳐,-,스마일게이트,PC패키지
1608,액션 대마인,액션,리리스,-,모바일/ PC패키지
1609,고양이 주식회사,시뮬레이션,하들소프트,하들소프트,모바일
1610,포지 앤드 파이트!,액션,Flamebait Games,Flamebait Games,PC패키지
1611,몽현 리마스터,어드벤쳐,코가도 스튜디오,메이플라워엔터테인먼트,PS/ switch
1612,언레일드!,기타,Indoor Astronaut,데들릭 엔터테인먼트,switch/ PC패키지
1613,하데스,액션,Supergiant Games,-,XBOX/ switch/ PC패키지
1614,S.O.S:스테이트 오브 서바이벌,시뮬레이션,-,-,모바일
1615,스나이퍼 엘리트4,FPS,리벨리온,-,PS/ XBOX/ switch/ PC패키지
1616,룬 팩토리5,시뮬레이션,마벨러스 엔터테인먼트,SEGA퍼블리싱코리아,switch
1617,밸런 원더월드,액션,밸런 컴퍼니,스퀘어에닉스,PS/ XBOX/ switch/ PC패키지
1618,마계전기 디스가이아6,RPG,니폰이치 소프트웨어,SEGA퍼블리싱코리아,PS/ switch
1619,디버스 오더,RPG,-,-,모바일
1620,피트니스 복싱2,리듬액션,Imigineer,닌텐도,switch
1621,몬스터 헌터 라이즈,액션,캡콤,캡콤,switch/ PC패키지
2239,프레데터: 헌팅 그라운드,액션,IllFonic,소니 인터랙티브 엔터테인먼트 코리아,PS4
2240,원피스 해적무쌍4,액션,코에이테크모,반다이남코 엔터테인먼트,PS/ XBOX/ switch/ PC패키지
2241,아이 러브 유/ 커널 샌더스! 어 핑커 리킹 굿 데이팅 시뮬레이터,RPG,싸이옵,KFC,PC패키지
2242,용사식당,RPG,-,-,모바일/ 안드로이드
2243,브라울할라,RPG,블루 맘모스,유비소프트,PC패키지/ PS4/ Xbox One/ 닌텐도스위치
2244,블루 프로토콜,RPG,반다이남코 온라인,스마일게이트,PC온라인/ PS/ XBOX
2245,콘트라: 로그 캅스,RPG,코나미,-,PC패키지/ PS4/ Xbox One/ 닌텐도스위치
2246,하츠네미쿠 -프로젝트 디바- MEGA39’s,리듬액션,세가,-,switch
2247,식물vs좀비: 네이버빌,슈팅,Popcap,일렉트로닉아츠,PC패키지/ PS4/ Xbox One
2248,미니라이프,SNG,크래프톤,-,iOS/ 모바일
2249,더 서지2,RPG,덱13,포커스 홈 인터랙티브,PC패키지/ PS4
2250,햄스터타운,RPG,슈퍼어썸,슈퍼어썸,iOS/ 모바일/ 안드로이드
2251,도시어부M,기타,퍼플오션,한빛소프트,iOS/ 모바일/ 안드로이드
2252,아르카나 택틱스,RPG,티키타카 스튜디오,티키타카 스튜디오,모바일/ 안드로이드
2253,고스트버스터즈: 더 비디오 게임 리마스터드,액션,세이버 인터랙티브,에이치투 인터렉티브,PS4/ 닌텐도스위치
2254,소드 아트 온라인 앨리시제이션 라이징 스틸,RPG,반다이남코 엔터테인먼트,반다이남코 엔터테인먼트,iOS/ 모바일/ 안드로이드
2255,아스트로킹즈,시뮬레이션,에이엔게임즈,에이엔게임즈,모바일/ 안드로이드
2256,프로젝트 레지스탕스,액션,캡콤,캡콤,PC온라인/ PC패키지/ PS4/ Xbox One
2257,쌍삼국지,RPG,게임펍,게임펍,모바일/ 안드로이드
2258,용과같이7: 빛과 어둠의 행방,RPG,-,세가,PS4
2259,SD건담 지 제네레이션 크로스 레이즈,시뮬레이션,-,반다이남코 엔터테인먼트,PC패키지/ PS4/ 닌텐도스위치
2260,후르츠카빙게임,RPG,-,-,iOS/ 모바일/ 안드로이드
2261,주벨탑,RPG,-,-,iOS/ 모바일/ 안드로이드
2262,벽람항로 크로스웨이브,RPG,컴파일하트,cfk,PS/ switch/ PC패키지
2263,셔블 나이트,어드벤쳐,-,-,PC패키지/ PS4/ Xbox One/ NDS/ 닌텐도스위치
2264,슈퍼 케인 매직 제로,RPG,-,인트라게임즈,PS4/ 닌텐도스위치
2265,프로즌 어드벤처스,어드벤쳐,잼시티,넷마블,iOS/ 모바일/ 안드로이드
2266,완미세계 모바일,RPG,완미시공,완미시공,iOS/ 모바일/ 안드로이드
2267,풋볼 매니저 2020,시뮬레이션,스포츠 인터랙티브,세가,PC패키지/ iOS/ 모바일/ 안드로이드/ 닌텐도스위치
2268,헌터스 아레나: 레전드,RPG,멘티스코,멘티스코,PS
2269,마리오 카트 투어,레이싱,한국닌텐도,한국닌텐도,모바일
2270,러시워즈,RPG,슈퍼셀,슈퍼셀,iOS/ 모바일/ 안드로이드
2271,챔피언 스트라이크,RPG,투핸즈게임즈,-,iOS/ 모바일/ 안드로이드
2272,오니가 우는 나라,RPG,-,스퀘어에닉스,PS/ switch
2273,신강호,RPG,신스틸러,-,모바일
2274,윈조이 포커,보드,-,-,iOS/ 모바일/ 안드로이드
415,패트릭의 패러박스,퍼즐,Patrick Traynor,Patrick Traynor,PC패키지
416,원숭이 섬으로의 귀환,어드벤쳐,Terrible Toybox,디볼버 디지털,switch/ PC패키지
417,벨라토레스,RPG,-,-,PC온라인
418,MLB The Show 22,스포츠,-,-,PS/ XBOX/ switch
419,이토라,액션,그림바트 테일즈,-,인디/ PC패키지
420,커피 토크,RPG,Toge Productions,Toge Productions,PS/ XBOX/ switch/ PC패키지
421,사무라이의 길 외전 KATANAKAMI,액션,스파이크 춘 소프트,아크시스템웍스,PS/ switch
422,슈퍼퓨즈,RPG,스티치헤드 엔터테인먼트,스티치헤드 엔터테인먼트,PC패키지
423,사가 스칼렛 그레이스,RPG,스퀘어에닉스,아크시스템웍스,PS/ switch
424,크립토볼 Z,슈팅,모히또게임즈,조이시티,모바일
425,원피스 오디세이,RPG,ILCA,반다이남코 엔터테인먼트,PS/ XBOX/ PC패키지
426,프로젝트 류,RPG,류 프로덕션,-,PC패키지
427,소드 아트 온라인 베리언트 쇼다운,RPG,반다이남코 엔터테인먼트,반다이남코 엔터테인먼트,모바일
428,이모탈리티,시뮬레이션,Sam Barlow,Half Mermaid,XBOX/ PC패키지
429,나인 솔즈,액션,레드 캔들 게임즈,레드 캔들 게임즈,PS/ switch/ PC패키지
430,명랑던전히어로,RPG,코코넛게임즈,코코넛게임즈,모바일
431,LM 2022,시뮬레이션,-,-,PC패키지
432,위쳐(신작),RPG,CD 프로젝트 RED,CD 프로젝트 RED,PS/ XBOX/ PC패키지
433,소녀와 우주 이야기,어드벤쳐,-,-,모바일/ PC패키지
434,와일드캣 건 머신,슈팅,-,데달릭 엔터테인먼트,PS/ XBOX/ PC패키지
435,쿼리,어드벤쳐,수퍼매시브 게임즈,2K Games,PS/ XBOX/ PC패키지
436,서행기,RPG,아이스버드 게임스,-,모바일
437,아이돌리 프라이드(x),시뮬레이션,퀄리아츠,네오위즈,모바일
438,더 사이클: 프론티어,FPS,-,-,PC온라인
439,팬텀 브레이커: 옴니아,액션,MAGES,로켓 판다 게임즈,PS/ switch/ PC패키지
440,롱빈터,기타,Uuvana Studios,Uuvana Studios,인디/ PC패키지
441,프로젝트E,RPG,엔씨소프트,-,PC온라인/ 모바일/ PC패키지
442,명일방주: 엔드필드,RPG,하이퍼그리프,하이퍼그리프,모바일
443,강철의 연금술사 모바일,액션,스퀘어에닉스,스퀘어에닉스,모바일
444,인서마운터블,어드벤쳐,데달릭 엔터테인먼트,데달릭 엔터테인먼트,PC패키지
445,원티드: 데드,액션,솔레이유,110 인더스트리즈,PS/ XBOX/ PC패키지
446,서브머지드: 히든 뎁스,어드벤쳐,어퍼컷게임즈,어퍼컷게임즈,PS/ XBOX/ PC패키지
447,레전드 오브 익스토나,RPG,-,-,XBOX/ PC패키지
448,코난 찹 찹,액션,-,FUNCOM,PS/ XBOX/ switch/ PC패키지
