G_IDX,G_NAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM
10873,소울 커넥터,RPG,게임펍,게임펍,모바일
10874,익시온,시뮬레이션,Bulwark Games,Kasedo Games,PC패키지
10875,프로젝트 DW,RPG,넥슨게임즈,넥슨,PC온라인/ 모바일/ PS/ XBOX
10877,문라이더 - 가디언의 역습,액션,조이매셔,닷에뮤,PS/ switch/ PC패키지
7634,신천상비,RPG,게임온스튜디오,게임온스튜디오,PC온라인
7635,트리 오브 어비스,RPG,케이넷피,-,모바일/ 안드로이드
7636,포켓런,레이싱,모바인엔터테인먼트,-,모바일/ 안드로이드
7637,데빌 워,RPG,픽토소프트,-,모바일
7638,9이닝스: 프로야구 2013,스포츠,컴투스,애플 앱스토어,iOS/ 모바일/ 안드로이드
7639,레고 배트맨 2,액션,워너브로스 인터랙티브,인플레이 인터렉티브,PS3/ XBOX360
7640,코덱스,RPG,데브 클랜,네오위즈인터넷,iOS/ 모바일/ 웹브라우저
7641,헬로 크로스워드,퍼즐,올스타모바일,올스타모바일,모바일
7642,런던 2012 -공식 모바일 게임,스포츠,네오위즈인터넷,-,모바일
7643,에너미스팟: 킬러팩,FPS,엑스지오,픽토소프트,모바일
7644,여신전생 페르소나 4 The GOLDEN,RPG,SCE,SCE,PSVITA
7645,피파 온라인 3,스포츠,EA 서울 스튜디오,넥슨,PC온라인
7646,천상의 세계,RPG,쿤룬,-,웹브라우저
7647,올림피아 스포츠,스포츠,인터세이브,-,모바일
7648,좀비 콜렉터,액션,코로프라,네오싸이언,모바일
7649,발더스 게이트: 인핸스드 에디션,RPG,오버홀 게임즈,-,PC패키지/ iOS/ 모바일
7650,아이팡팡,퍼즐,마나포션,마나포션,iOS/ 모바일
7651,대해적시대,RPG,엔타즈,-,모바일
7652,레전드 오브 히어로즈,RPG,인터세이브,-,웹브라우저
7653,월드 오브 워크래프트: 판다리아의 안개,RPG,블리자드 코리아,블리자드 코리아,PC온라인
7654,불리 온라인2,퍼즐,넥스트앱스,네오위즈인터넷,iOS/ 모바일/ 안드로이드
7655,진삼국무쌍: 멀티레이드 2 HD,액션,[삭제]코에이테크모,디지털터치,PS3
7656,크로스카운터,FPS,-,-,모바일
7657,여신전생 페르소나 4 얼티메이트 인 마요나카 아레나,RPG,소니 인터랙티브 엔터테인먼트 코리아,소니 인터랙티브 엔터테인먼트 코리아,PS3
7658,데굴데굴 두두월드,SNG,타오미,톡톡플러스,웹브라우저
7659,한게임 고스톱,시뮬레이션,한게임,-,웹브라우저
7660,댄스 센트럴 3,리듬액션,마이크로소프트,-,XBOX360
7661,킹덤로얄,SNG,컴투스홀딩스,-,모바일
7662,저스티스리그,RPG,넷마블,넷마블,모바일
7663,그린스 테일,RPG,넥슨,넥슨,웹브라우저
7664,맥워리어 온라인,FPS,피라냐 게임즈,-,PC온라인
7665,The War Z,어드벤쳐,햄머포인트 인터렉티브,-,PC온라인
7666,썬더일레븐GO TCG,TCG,손오공,-,기타
7667,신무림대전,RPG,포플랫,넷마블,모바일
7668,암드 히어로즈,RPG,쿤룬코리아,쿤룬코리아,iOS/ 모바일/ 안드로이드
7669,패왕삼국지,시뮬레이션,블루인터렉티브,픽토소프트,웹브라우저
7670,몬스터워로드,RPG,컴투스홀딩스,컴투스홀딩스,모바일
7671,카툰디펜스: 스페이스워즈,RPG,올스타모바일,올스타모바일,iOS/ 모바일
7672,삼국지 영웅호걸,RPG,게임젠,게임젠,모바일
7673,다크소울: 심연의 아르토리우스,RPG,프롬소프트웨어,반다이남코 엔터테인먼트,PC패키지
7674,올림픽 게임 시티,SNG,네오위즈인터넷,-,웹브라우저
7675,후르츠팡팡 2,퍼즐,엔타즈,-,모바일
7676,벅스 디펜스,시뮬레이션,코로프라,네오싸이언,모바일
7677,뿌까 트윙클,퍼즐,플레이노라,조이모아,모바일
7678,보더랜드2,FPS,기어박스 소프트웨어,2K Games,PC패키지/ PS3/ XBOX360
7679,울티마 포에버: 퀘스트 포 더 아바타,RPG,미씩 엔터테인먼트,-,PC온라인/ iOS
7680,다크쉴드,RPG,아이두아이엔씨,-,모바일
7681,웹춘추,시뮬레이션,텐센트,-,웹브라우저
7682,주신전기,RPG,감마니아,-,웹브라우저
7683,콜 오브 갓,RPG,브라우저게임즈,브라우저게임즈,웹브라우저
7684,신비영웅전,RPG,와이제이네트워크,와이제이네트워크,웹브라우저
7685,토이샷 언리미티드,어드벤쳐,앱노리,컴투스홀딩스,모바일
7686,라그나로크 온라인 발키리의 반란,RPG,네오싸이언,-,모바일
7687,골든글러브,스포츠,오렌지크루,한게임,모바일
7688,왕국,RPG,엔터메이트,-,웹브라우저
7689,타이쿤 시티,SNG,다우기술,다우기술,웹브라우저
7690,라인버즐,퍼즐,엔필,NHN Japan,iOS/ 모바일
7691,레전더리 히어로즈,시뮬레이션,마야,옴니텔,모바일
7692,탑걸,시뮬레이션,-,컴투스홀딩스,모바일
7693,던전블록,기타,-,-,모바일
7694,온라인 사천성,기타,-,-,모바일
7695,워너뱃,RPG,비투소프트,-,모바일
7696,카트라이더 러쉬+,레이싱,넥슨,-,모바일
7697,환웅기,RPG,큐브매직,-,웹브라우저
7698,양마을2,RPG,동양온라인,NHN 엔터테인먼트,웹브라우저
7699,로드맨 FT,스포츠,텐트럼,-,iOS
7700,히어로클릭스,보드,위즈키즈,-,기타
7701,몰스월드,기타,초이락게임즈,초이락게임즈,모바일
7702,스펙 옵스: 더 라인,RPG,에이치투 인터렉티브,에이치투 인터렉티브,PC패키지/ PS3/ XBOX360
7703,라쳇앤클랭크트릴로지,RPG,소니 온라인 엔터테인먼트,소니 온라인 엔터테인먼트,PS3
7704,던전파이터 라이브 : 헨돈마이어의 몰락,RPG,네오플,넥슨,XBOX360
7705,스페이스 탱크,시뮬레이션,넥슨,-,iOS
7706,모울하트,액션,컴투스홀딩스,-,모바일
7707,고스트 리콘 퓨쳐 솔저,슈팅,인트라게임즈,인트라게임즈,PC패키지
7708,모바일넷맞고PLUS,보드,디지털프로그,-,모바일
7709,무신천하,RPG,베이징우션디지털,우션코리아,PC온라인
7710,플레잉,RPG,게이밍,-,PC온라인
7711,인디락,리듬액션,타키게임즈,-,모바일
7712,2012 프로야구 KBO 스페셜 에디션,스포츠,컴투스홀딩스,컴투스홀딩스,모바일
7713,LOH,RPG,인터세이브,-,웹브라우저
7714,매직 : 더 개더링 플레인즈워커의 결투2013,TCG,해즈브로코리아,-,PC패키지/ PS3/ XBOX360/ iOS
7715,드래곤 점프,어드벤쳐,픽스코리아,-,iOS
7716,푸싱젤,퍼즐,벨로쉬,플러스 엠엑스,iOS/ 모바일
7718,아쿠아빌리지 더 프렌즈,SNG,바른손크리에이티브,-,모바일
7719,드래곤 플라이트,슈팅,넥스트 플로어,넥스트 플로어,iOS/ 모바일/ 안드로이드
7720,마이 무비스타 : 드림하이,시뮬레이션,블루핑거,픽토소프트,모바일
7721,닷핵 하이브리드 팩,액션,반다이남코 엔터테인먼트,인트라게임즈,PS3
7722,워리어플러스,RPG,파인더스,-,웹브라우저
7723,베이스볼 히어로즈,스포츠,신타지아,-,웹브라우저
7724,클라우드스톤,RPG,넥슨,넥슨,웹브라우저
7725,라그나로크 오디세이,액션,그라비티,SONY,PSVITA
7726,타이니 월드,SNG,네오위즈모바일,-,iOS
7727,테트리스 온라인,퍼즐,테트리스 온라인 주식회사,테트리스 온라인 주식회사,웹브라우저
7728,마이초이스,RPG,셀시티,셀시티,iOS/ 모바일
7729,마린블루스 맞고,보드,세중게임즈,그라비티,모바일
7730,미친433,액션,네시삼십삼분,-,모바일
7731,중철기,FPS,캡콤,-,XBOX360
7732,여신전쟁 페르소나4 The Golden,RPG,ATLUS,SONY,PSVITA
7733,미니미니 액션스쿨,RPG,배이직,-,모바일
7734,치킨레볼루션,액션,컴투스홀딩스,-,모바일
7735,슈퍼콘트라,SNG,코나미,-,모바일/ 웹브라우저
7736,NBA 2K13,RPG,2K Sports,2K Sports,XBOX360/ Wii
7737,저스트 댄스 그레이티스트 히트,리듬액션,인트라게임즈,-,XBOX360
7738,콜 오브 스네이크,슈팅,매직큐브,-,iOS/ 모바일
7739,몬스터 디펜스3d,시뮬레이션,스노우패밀리,-,모바일
7740,섹시미소녀맞고,보드,피엔제이,-,모바일
7741,크레이지레인2 배틀,리듬액션,넷마블블루,넷마블블루,모바일
7742,손맛낚시광,시뮬레이션,엔팝소프트,모모,모바일
7743,문명5 : 신들과 왕들,시뮬레이션,파이락시스 게임즈,에이치투 인터렉티브,PC패키지
7744,터치믹스FX,리듬액션,컴투스홀딩스,-,모바일
7745,슈퍼 포켓몬 대격돌,액션,한국닌텐도,-,3DS
7746,마리오와 소닉 런던 올림픽,스포츠,한국닌텐도,-,Wii/ 3DS
7747,사일런트 힐 : 북 오브 메모리즈,RPG,코나미,-,PSVITA
7748,HIS 온라인,시뮬레이션,게임어스,-,PC온라인
7749,바이오하자드 크로니클즈 HD 셀렉션,액션,캡콤,-,PS3
7750,롤리팝 체인소우,액션,그래스호퍼매뉴팩처,-,PS3/ XBOX360
7751,월드 오브 워쉽,시뮬레이션,워게이밍 코리아,워게이밍 코리아,PC온라인
7752,소울 새크리파이스,액션,소니 온라인 엔터테인먼트,소니 온라인 엔터테인먼트,PSVITA
7753,좀비U,슈팅,UBI소프트,UBI소프트,WiiU
7754,던전 빌리지,시뮬레이션,카이로소프트,카이로소프트,iOS/ 모바일
7717,삼국지 디펜스2,시뮬레이션,디디디게임,컴투스,모바일
7755,코스믹 킹덤,RTS,필온라인,컴투스,모바일
7756,데드시티,액션,디디디게임,컴투스,모바일
7757,에일리언러쉬,액션,아이스커피게임즈,-,iOS/ 모바일
7758,프로젝트 83113,RPG,엔씨소프트,엔씨소프트,모바일
7759,바이오하자드6,액션,캡콤,캡콤,PC패키지/ PS3/ XBOX360
7760,던전 앤 파이터 라이브,RPG,네오플,마이크로소프트(제거 진행중),XBOX360
7761,이모털 더스크,RPG,케이넷피,컴투스홀딩스,iOS/ 모바일
7762,듀얼 오브 페이트,TCG,세중정보기술,컴투스홀딩스,iOS/ 모바일
7763,레고시티 : 언더커버,액션,닌텐도,-,WiiU/ 3DS
7764,캐슬바니아: 미러 오브 페이트,액션,코나미,-,PC패키지/ PS3/ XBOX360/ NDS
7765,에픽 미키2,RPG,픽사,픽사,PS3/ XBOX360/ Wii
7766,뉴 슈퍼마리오브라더스 U,액션,한국닌텐도,한국닌텐도,WiiU
7767,피크민3,액션,한국닌텐도,한국닌텐도,WiiU
7768,어벤져스 : 배틀 포 어스,RPG,UBI소프트,-,PC패키지/ PS3/ XBOX360
7769,플레이스테이션 올스타즈 배틀로얄,액션,소니 온라인 엔터테인먼트,소니 온라인 엔터테인먼트,PS3/ Xbox One
7770,갓 오브 워: 어센션,액션,소니 인터랙티브 엔터테인먼트 코리아,소니 인터랙티브 엔터테인먼트 코리아,PS3
7771,라스트 오브 어스,어드벤쳐,너티독,SONY,PS
7772,스플린터 셀 : 블랙리스트,RPG,UBI소프트,-,PC패키지/ PS3/ XBOX360
7773,리듬코인,RPG,네오싸이언,네오싸이언,모바일
7774,어쌔신 크리드3,액션,유비소프트,-,PC패키지/ PS3/ XBOX
7775,니드포 스피드 모스트 원티드,레이싱,크라이테리온,-,PC패키지/ PS3/ XBOX360/ iOS/ 모바일/ PSVITA
7776,크라이시스3,어드벤쳐,크라이텍,일렉트로닉아츠,PC패키지/ PS3/ XBOX360
7777,어센드 : 뉴 가즈,시뮬레이션,시그널 스튜디오 게임스,-,XBOX
7778,데드스페이스3,액션,일렉트로닉아츠,일렉트로닉아츠,PC패키지/ PS3/ XBOX360
7779,콜 오브 듀티: 블랙옵스2,시뮬레이션,액티비전,-,PC패키지/ PS3/ XBOX360
7780,리틀위자드,SNG,컴투스,컴투스,모바일
7781,디스아너드,어드벤쳐,베데스다 소프트웍스,-,PC패키지/ PS3/ XBOX360
7782,데드 오어 얼라이브5,액션,코에이테크모,-,PS3/ XBOX360
7783,터치! 터치! 틀린그림찾기,퍼즐,디지털프로그,-,모바일
7784,가디언즈 오브 미들어스,AOS,모노리스,워너브로스 인터랙티브,PS3/ XBOX
7785,둠3,RPG,이드 소프트웨어,이드 소프트웨어,PC패키지/ PS3/ XBOX360
7786,르네상스 블러드 THD,FPS,엔씨소프트,-,모바일
7787,월드 오브 워플레인,슈팅,워게이밍 코리아,워게이밍 코리아,PC온라인
7788,NBA JAM,스포츠,EA모바일,-,모바일
7789,밀땅무림,RPG,네오위즈인터넷,네오위즈인터넷,모바일
7790,판타지워,RPG,게임젠,컴투스홀딩스,모바일/ 안드로이드
7791,상고전기,RPG,넥스트퓨처랩,넥스트퓨처랩,웹브라우저
7792,도쿄정글,RPG,소니 온라인 엔터테인먼트,소니 온라인 엔터테인먼트,PS3
7793,루인에이지,RPG,소리바다,-,웹브라우저
7794,메트로 : 라스트 라이트,액션,토이 헤드 쿼터스,토이 헤드 쿼터스,PC패키지/ PS4/ XBOX360/ WiiU
7795,피닉스 네스트,기타,컴투스,컴투스,모바일
7796,룬 오브 에덴,RPG,에덴엔터테인먼트,-,PC온라인
7839,고스트워치,RPG,엔코어,엔트리브소프트,PC온라인
7840,플루토어택,RPG,YJM,넷마블,웹브라우저
7841,이노티아4,RPG,컴투스,컴투스,iOS/ 모바일/ 안드로이드
7842,사무라이 블러드쇼,기타,세가,-,iOS/ 모바일
7843,G.O.D,RTS,엠게임,애플 앱스토어,iOS/ 모바일
7844,셰이크,리듬액션,dooub,-,iOS/ 모바일
7845,그랜드나이트,RPG,아이팝콘,-,웹브라우저
7846,아쿠아퓨전,RPG,-,-,iOS/ 모바일
7847,펫앤플랜츠,RPG,-,넷마블,iOS/ 모바일/ 안드로이드
7848,네오사우르스,RPG,-,-,PC온라인
7849,와룡전설,RPG,-,엔터메이트,웹브라우저
7850,레전드 오브 마스터3,RPG,케이넷피,컴투스홀딩스,iOS/ 모바일
7851,브랜뉴보이,RPG,(주)우주,(주)우주,iOS/ 모바일/ 안드로이드
7852,스타시티,RPG,디브로스,-,웹브라우저
7853,구검온라인,RPG,녹스엔터테인먼트,-,PC온라인
7854,헬로키티 카페,SNG,게임젠,애플 앱스토어,iOS/ 모바일
7855,버닝런,액션,유니버셜게임즈,디지털프로그,iOS/ 모바일
7856,크레이지붐,슈팅,7ROAD 과학 기술 유한공사,쿤룬,웹브라우저
7857,오투잼 히어로,RPG,모모,모모,iOS/ 모바일
7858,오즈 온라인,RPG,오즈인터미디어,오즈인터미디어,웹브라우저
7859,알투비트 모바일,RPG,씨드나인 게임즈,네오위즈인터넷,iOS
7860,타이젬 장기,RPG,동양온라인,동양온라인,웹브라우저
7861,마구:감독이되자!,RPG,넷마블앤파크,넷마블,PC온라인
7862,파티오,SNG,네오싸이언,그라비티,iOS/ 모바일
7863,DJMAX 테크니카 TUNE,리듬액션,펜타비전,네오위즈모바일,PSVITA
7864,섀도우 무브,퍼즐,넥슨 모바일,-,iOS/ 모바일
7865,던전히어로,RPG,이야소프트,포르투나게임즈,PC온라인
7866,야구의 신,기타,네오위즈게임즈,네오위즈게임즈,PC온라인
7867,SD삼국지 프렌즈,SNG,ONE-UP INC.,넥슨 모바일,웹브라우저
7868,파이터시티,SNG,컴투스홀딩스,애플 앱스토어,iOS/ 모바일
7869,청운,RPG,밀리언 히어로,유니아나,웹브라우저
7870,크레이지레인2,RPG,넷마블블루,애플 앱스토어,iOS/ 모바일
7871,치즈플리즈,퍼즐,컴투스홀딩스,애플 앱스토어,iOS/ 모바일
7872,슈퍼 머쉬룸즈,퍼즐,게임데이,-,모바일
7873,MVP베이스볼 온라인,스포츠,일렉트로닉아츠,엔트리브소프트,PC온라인
7874,애니멀다운,슈팅,한게임,-,모바일
7875,닌자가이,RPG,Immunity Studios,픽토소프트,모바일
7876,비트 앤 히트,리듬액션,수파사운드,애플 앱스토어,iOS/ 모바일
7877,던전스트라이커,RPG,아이덴티티게임즈,NHN 엔터테인먼트,PC온라인
7878,프리킥 배틀,스포츠,컴투스홀딩스,애플 앱스토어,iOS
7879,사격왕,슈팅,네오싸이언,-,모바일
7880,핑거샷,RPG,매직큐브,-,iOS/ 모바일
7881,Z9 온라인,RPG,더나인,-,웹브라우저
7797,피싱 포 미쉬,SNG,데브시스터즈,-,모바일
7798,마이 리틀 히어로 HD,어드벤쳐,엔씨소프트,-,모바일
7799,크리터 이스케이프,어드벤쳐,키즈스튜디오,-,모바일
7800,언라이트,RPG,엔터크루즈코리아,엔터크루즈코리아,웹브라우저
7801,타이니타워,기타,-,다음모바게,모바일
7802,비천,RPG,게임웨이브,다음게임,웹브라우저
7803,오투잼 유,리듬액션,모모,모모,iOS/ 모바일/ 안드로이드
7804,트리니티2,RPG,스튜디오 혼,네오위즈게임즈,PC온라인
7805,바둑nTV,보드,넷마블,넷마블,PC온라인
7806,배틀! 가위바위보,보드,패스엠,-,PC온라인
7807,위치워즈,퍼즐,컴투스,컴투스,iOS/ 모바일/ 안드로이드
7808,글로리 오브 스파르타,액션,마오디노,컴투스,모바일/ 안드로이드
7809,스마일플랜츠,퍼즐,-,한게임,모바일
7810,패션의 신,시뮬레이션,엔타즈,-,모바일/ 안드로이드
7811,주 인베이더,RPG,넥슨,-,PC온라인
7812,카트라이더 대쉬,레이싱,넥슨,-,웹브라우저
7813,신마전설,RPG,런업게임디스트리뷰션,런업게임디스트리뷰션,웹브라우저
7814,기동전사 건담SEED BATTLE DESTINY,RPG,반다이남코 엔터테인먼트,인트라게임즈,PSVITA
7815,사운드 볼텍스,리듬액션,유니아나,-,PC온라인
7816,쉐도우진,액션,-,픽토소프트,모바일
7817,무사도,RPG,-,위버인터랙티브,웹브라우저
7818,뿌까 테마파크,SNG,인크레더블스튜디오,-,모바일
7819,아쿠아빌,SNG,바른손크리에이티브,-,모바일
7820,재미드래곤,SNG,재미팟,다음모바게,모바일/ 웹브라우저/ 안드로이드
7821,마법전쟁,RPG,네오위즈모바일,네오위즈인터넷,모바일
7822,무림활극 청운,RPG,유니아나,-,웹브라우저
7823,에픽 레이더스,RPG,컴투스홀딩스,-,모바일
7824,스머프 스토리,RPG,UBI소프트,액티브스튜디오,웹브라우저
7825,용장,RPG,쿤룬,쿤룬,웹브라우저
7826,펀치히어로,액션,코코소프트,컴투스홀딩스,iOS/ 모바일/ 안드로이드
7827,홈런슈퍼스타즈,스포츠,플레이빈,플레이빈,모바일
7828,타이거 우즈 PGA 투어12,스포츠,EA모바일,EA모바일,모바일
7829,소서리,어드벤쳐,소니 온라인 엔터테인먼트,소니 온라인 엔터테인먼트,PS3
7830,라그나로크 온라인 길드 마스터즈,RPG,그라비티,-,웹브라우저
7831,엘더스크롤 온라인,RPG,ZeniMax Online Studio,베데스다 소프트웍스,PC온라인
7832,개구리 용사 리빗,RPG,올엠,올엠,모바일
7833,럭키 스페이스,SNG,-,넥슨,웹브라우저
7834,메탈사가,RPG,동양온라인,-,웹브라우저
7835,소녀는 하늘로 떨어졌다,어드벤쳐,SCE,-,PS3/ PSVITA
7836,철권3D,RPG,반다이남코 엔터테인먼트,인트라게임즈,3DS
7837,몽키배틀,슈팅,컴투스,-,모바일
7838,섀도우건,RPG,매드핑거 게임즈,인크로스,모바일
7268,씨프4,액션,에이도스 인터랙티브,-,PC패키지/ 기타
7269,모두의 연금술사 for Kakao,RPG,-,-,모바일
7270,어쌔신 크리드4,RPG,유비소프트,-,PC패키지/ PS3/ XBOX/ WiiU
7271,킹스엠파이어,RPG,컴투스홀딩스,-,iOS/ 모바일
7272,버블킹,퍼즐,AOM 엔터테인먼트,AOM 엔터테인먼트,모바일
7273,레전드 오브 몬스터즈,RPG,파티게임즈,-,모바일
7274,섬란 카구라 -시노비 버서스,액션,-,소니 인터랙티브 엔터테인먼트 코리아,PSVITA
7275,손대면 찰칵 for Kakao,퍼즐,-,컴투스,모바일
7276,팀몬스터,SNG,댄싱앤초비,댄싱앤초비,iOS/ 모바일/ 안드로이드
7277,아라비아 대쉬,RPG,드래곤스톤,-,iOS/ 모바일
7278,카드의 신 삼국지,TCG,인크로스,-,iOS/ 모바일/ 안드로이드
7279,진삼국지,RPG,컴투스홀딩스,컴투스홀딩스,iOS/ 모바일/ 안드로이드
7280,스타돔 할리우드,SNG,글루 모바일,글루 모바일,iOS/ 모바일/ 안드로이드
7281,블러드 브라더스,RPG,DeNA,다음모바게,iOS/ 모바일/ 안드로이드
7282,모두의 탕탕탕 for kakao,슈팅,라이브플렉스,라이브플렉스,모바일/ 안드로이드
7283,헤어샵 프렌즈 for kakao,SNG,이스트소프트,이스트소프트,모바일/ 안드로이드
7284,아머드 코어: Verdict Day,시뮬레이션,프롬소프트웨어,반다이남코,PC패키지
7285,건 브로스 2,슈팅,글루 모바일,-,모바일
7286,MLB 2K 13,스포츠,2K Sports,Take Two Interative (테이크 투 인터랙티브),XBOX360
7287,프린스 오브 히어로,RPG,퍼니글루,-,웹브라우저
7288,몬스터 킹덤,시뮬레이션,윙스인어스,-,모바일
7289,닌자 가이덴 시그마 2 플러스,RPG,코에이테크모,디지털터치,PSVITA
7290,MLB 13 The Show,스포츠,소니 인터랙티브 엔터테인먼트 코리아,소니 인터랙티브 엔터테인먼트 코리아,PS3/ PSVITA
7291,SAMURAI&DRAGONS,기타,세가,-,PSVITA
7292,스트라이크 슈트 제로,슈팅,-,-,PC패키지
7293,멘붕브라더스,RPG,인터세이브,-,웹브라우저
7294,솔리팝,RPG,백호소프트,-,iOS/ 모바일
7295,관우 TD 조조의 역습,RPG,엔유웨이브,-,iOS/ 모바일
7296,닌자가 되는 법,RPG,컴투스,-,iOS/ 모바일
7297,The Witness,RPG,-,-,기타
7298,딥다운,RPG,CAPCOM,캡콤,기타
7299,레드러셔,액션,아라소판단,아라소판단,iOS
7300,트리니티 소울즈,TCG,구미,-,모바일/ 안드로이드
7301,데스티니,FPS,번지 소프트웨어,액티비전,PS3/ XBOX360
7302,앳 더 게이트,시뮬레이션,-,-,PC패키지
7303,웹영웅전2,RPG,상하이 치어코드 소프트웨어,유니아나,웹브라우저
7304,푸쉬캣,퍼즐,미투온,-,모바일/ 안드로이드
7305,포스: 시공의 수호자,RPG,녹스미디어,녹스미디어,PC온라인
7306,다크스토커즈 레저렉션,액션,CAPCOM,캡콤,PS3/ XBOX360
7307,알파제로,슈팅,그라비티,그라비티,모바일/ 안드로이드
7308,에어리언 컬렉터,퍼즐,코로프라,그라비티,모바일/ 안드로이드
7309,배틀라인,시뮬레이션,컴투스홀딩스,컴투스홀딩스,iOS/ 모바일
7310,위쳐3: 와일드 헌트,RPG,CD 프로젝트 RED,아타리,PS/ XBOX/ switch/ PC패키지
7311,위빌드스토리,RPG,네오싸이언,그라비티,모바일/ 안드로이드
7312,탭탭서브마린,퍼즐,메츠 에이치아이티,-,모바일/ 안드로이드
7313,전장풍운,RPG,-,게임웨이브,웹브라우저
7314,미스틱 파이터,RPG,다담게임,넷마블게임즈,PC온라인
7315,나루토 질풍전 나루티밋 스톰 3,RPG,인트라게임즈,인트라게임즈,PS3/ XBOX360
7316,몬스터 파라다이스+,TCG,POKELABO,Sollmo,모바일
7317,앵그리 바바,RPG,피그먼트 게임즈,피그먼트 게임즈,모바일/ 안드로이드
7318,우파루 마운틴,SNG,NHN Games,NHN Games,iOS/ 모바일/ 안드로이드
7319,아이러브커피,SNG,파티스튜디오,파티스튜디오,iOS/ 모바일/ 안드로이드
7320,건앤블레이드,RPG,쿤룬코리아,-,모바일
7321,로마전쟁 2,RPG,퍼니글루,NHN 엔터테인먼트,웹브라우저
7322,사일런트 힐: 더 이스케이프,RPG,코나미,조이모아,모바일
7323,패션마스터 프랜즈,시뮬레이션,알파클라우드,-,iOS/ 모바일/ 안드로이드
7324,버디 몬스터,RPG,PROPE,다음모바게,iOS/ 모바일/ 안드로이드
7325,윈드러너,어드벤쳐,링크투모로우,위메이드,iOS/ 모바일/ 안드로이드
7326,로빈훗의 애플쪼개기,RPG,7SEAS 엔터테인먼트,-,모바일
7327,튀어나와요 동물의 숲,RPG,한국닌텐도,한국닌텐도,3DS
7328,아스트로윙 for Kakao,RPG,라이브젠,라이브젠,모바일
7329,트라나다 연대기,RPG,NJ인터렉티브,NJ인터렉티브,모바일/ 안드로이드
7330,삼초온라인,RPG,왕유 네트워크,아이엠아이,웹브라우저
7331,넥슨 올스타즈,액션,넥슨,넥슨,iOS/ 모바일
7332,템플 런 2,액션,Imagi Studio,Imagi Studio,iOS/ 모바일/ 안드로이드
7333,블랙선,RPG,블랙펄 스튜디오,-,모바일/ 안드로이드
7334,주식왕,기타,큐빅 스튜디오,-,기타
7335,스파이 어드벤처,기타,두두씨에스,-,기타
7336,대협전,시뮬레이션,이엔피게임즈,-,웹브라우저
7337,헌터캣 for Kakao,RPG,크레이브몹,크레이브몹,모바일
7338,데드 스페이스 3,RPG,일렉트로닉아츠,-,PC패키지/ PS3/ XBOX360
7339,워스토리 for kakao,SNG,피크네코,네오위즈인터넷,모바일
7340,파이널 판타지2,RPG,스퀘어에닉스,아이덴티티 엔터테인먼트,PC패키지
7341,진삼국무쌍6 빅히트,RPG,-,-,PS3
7342,해피플레이,RPG,퍼니글루,-,모바일/ 안드로이드
7343,엑스컴 : 에너미 언노운,RPG,파이락시스 게임즈,2K Games,PC패키지/ PS3/ XBOX360/ iOS/ 모바일/ 안드로이드
7344,사이버펑크 2077,RPG,CD 프로젝트 RED,-,PS/ XBOX/ PC패키지
7345,퍼즐바리스타,퍼즐,파티스튜디오,-,iOS/ 모바일/ 안드로이드
7346,파툼,RPG,카포게임즈,-,웹브라우저
7347,아쿠의 퍼즐패밀리 for Kakao,RPG,컴투스,-,모바일
7348,포켓영웅문,RPG,라이브플렉스,라이브플렉스,iOS/ 모바일/ 안드로이드
7349,독도디펜스,슈팅,-,-,iOS/ 모바일
7350,다함께차차차,액션,넷마블,넷마블,모바일
7351,음악의 신,기타,둡,-,iOS/ 모바일
7352,폴링폴링,SNG,아이덴티티 엔터테인먼트,아이덴티티 엔터테인먼트,모바일
7353,소환전쟁,RPG,테르소프트,플로우게임즈,모바일
7354,미래전사 씨어,RPG,-,톡톡플러스,웹브라우저
7355,스노우브로스,액션,이삭커뮤니케이션,-,iOS/ 모바일
7356,웹삼국지 2,RPG,간드로메다,간드로메다,웹브라우저
7357,빙고팡,퍼즐,퍼니글루,퍼니글루,모바일/ 안드로이드
7358,이터널 킹덤,RPG,이터널엔터,컴투스홀딩스,모바일
7359,파라다이스 빌,SNG,옴니텔,-,iOS/ 모바일
7360,라이트닝 리턴즈 파이널 판타지 13,RPG,스퀘어에닉스,SCEK,PS3
7361,퀸즈애로우,스포츠,큐빅스튜디오,-,모바일
7362,혈십자,액션,컴투스홀딩스,컴투스홀딩스,iOS/ 모바일/ 안드로이드
7363,후르츠잼,퍼즐,위메이드,위메이드,모바일/ 안드로이드
7364,일대종사,RPG,유쥬,넷마블게임즈,웹브라우저
7365,주주버블,RPG,피닉스 게임즈,피닉스 게임즈,모바일/ 안드로이드
7366,평양레이서,레이싱,노소텍,-,웹브라우저
7367,유천기,RPG,와이제이네트워크,와이제이네트워크,웹브라우저
7368,히어로 슬레이어,RPG,코로프라,네오싸이언,모바일
7369,로드,RPG,엠게임,엠게임,PC온라인
7370,뿌잉뿌잉 사천성,RPG,위메이드,위메이드,모바일
7371,과일나라 앨리스,RPG,아이나,위메이드,모바일
7372,타이니팡 for Kakao,퍼즐,컴투스,-,모바일
7373,요리왕,시뮬레이션,칠링고,조이모아,iOS/ 모바일
7374,라쿤슬라이스 for Kakao,퍼즐,라쿤소프트,와이디온라인,모바일
7375,브라우니,퍼즐,티플레이 스튜디오,와이디온라인,모바일
7376,트레인시티,시뮬레이션,로켓오즈,컴투스홀딩스,모바일
